source_file,Type,NHS_area_code,ONS_code,Name,Count_gp_appointments,Attended,Did_not_attend,Unknown,Month,Year
1,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",494 870,453 373,14 772,26 725,August,2023
1,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,364 907,336 314,11 448,17 145,August,2023
1,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,367 337,336 364,11 681,19 292,August,2023
1,ICB,QRL,E54000042,NHS Hampshire and the Isle of Wight Integrated Care Board,896 554,820 705,38 712,37 137,August,2023
1,ICB,QRV,E54000027,NHS North West London Integrated Care Board,1 214 507,1 085 367,65 074,64 066,August,2023
1,ICB,QSL,E54000038,NHS Somerset Integrated Care Board,288 455,260 294,11 753,16 408,August,2023
1,ICB,QT1,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,603 812,544 700,24 489,34 623,August,2023
1,ICB,QT6,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,343 264,311 532,12 641,19 091,August,2023
1,ICB,QU9,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",825 290,761 460,32 519,31 311,August,2023
1,ICB,QUA,E54000062,NHS Black Country Integrated Care Board,586 420,521 234,33 963,31 223,August,2023
1,ICB,QUE,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,511 845,465 076,18 308,28 461,August,2023
1,ICB,QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",452 701,415 055,21 349,16 297,August,2023
1,ICB,QVV,E54000041,NHS Dorset Integrated Care Board,408 974,375 358,13 000,20 616,August,2023
1,ICB,QWE,E54000031,NHS South West London Integrated Care Board,662 920,596 826,34 738,31 356,August,2023
1,ICB,QWO,E54000054,NHS West Yorkshire Integrated Care Board,1 382 601,1 257 198,50 244,75 159,August,2023
1,ICB,QWU,E54000018,NHS Coventry and Warwickshire Integrated Care Board,452 870,410 184,20 114,22 572,August,2023
1,ICB,QXU,E54000052,NHS Surrey Heartlands Integrated Care Board,491 460,444 553,17 083,29 824,August,2023
1,ICB,QYG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,1 235 579,1 113 211,62 183,60 185,August,2023
2,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,725 722,653 344,36 874,35 504,December,2023
2,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,681 889,609 034,29 176,43 679,December,2023
2,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,401 885,367 597,16 505,17 783,December,2023
2,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,494 282,446 923,15 654,31 705,December,2023
2,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",422 587,374 650,19 725,28 212,December,2023
2,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,647 050,569 075,42 432,35 543,December,2023
2,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,1 439 168,1 295 403,63 160,80 605,December,2023
2,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,510 009,458 495,18 073,33 441,December,2023
2,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,452 548,412 595,14 495,25 458,December,2023
2,ICB,QJK,E54000037,NHS Devon Integrated Care Board,646 836,587 317,22 302,37 217,December,2023
2,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,385 368,348 235,13 878,23 255,December,2023
2,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",543 882,488 886,21 301,33 695,December,2023
2,ICB,QKK,E54000030,NHS South East London Integrated Care Board,636 577,552 764,40 721,43 092,December,2023
2,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,780 886,702 997,35 651,42 238,December,2023
2,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,601 442,543 535,23 398,34 509,December,2023
2,ICB,QMF,E54000029,NHS North East London Integrated Care Board,861 120,754 451,59 841,46 828,December,2023
2,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,578 058,515 614,34 834,27 610,December,2023
2,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,529 072,474 043,19 810,35 219,December,2023
2,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,466 525,418 187,22 171,26 167,December,2023
2,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,335 945,302 731,17 587,15 627,December,2023
2,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,781 872,704 304,28 657,48 911,December,2023
2,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",214 482,196 342,8 903,9 237,December,2023
2,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,1 202 744,1 062 411,74 078,66 255,December,2023
2,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,826 041,752 199,28 106,45 736,December,2023
2,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",466 318,423 419,14 685,28 214,December,2023
2,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,335 026,305 486,11 130,18 410,December,2023
2,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,330 539,300 235,10 695,19 609,December,2023
2,ICB,QRL,E54000042,NHS Hampshire and the Isle of Wight Integrated Care Board,811 699,737 323,34 681,39 695,December,2023
2,ICB,QRV,E54000027,NHS North West London Integrated Care Board,1 116 156,991 265,62 030,62 861,December,2023
2,ICB,QSL,E54000038,NHS Somerset Integrated Care Board,253 227,226 189,11 403,15 635,December,2023
2,ICB,QT1,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,556 923,500 743,24 346,31 834,December,2023
2,ICB,QT6,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,319 445,288 842,11 850,18 753,December,2023
2,ICB,QU9,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",762 005,696 112,31 631,34 262,December,2023
2,ICB,QUA,E54000062,NHS Black Country Integrated Care Board,532 361,472 510,31 644,28 207,December,2023
2,ICB,QUE,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,480 223,433 544,17 195,29 484,December,2023
2,ICB,QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",406 998,369 609,21 212,16 177,December,2023
2,ICB,QVV,E54000041,NHS Dorset Integrated Care Board,366 468,333 156,12 077,21 235,December,2023
2,ICB,QWE,E54000031,NHS South West London Integrated Care Board,610 699,545 145,33 357,32 197,December,2023
2,ICB,QWO,E54000054,NHS West Yorkshire Integrated Care Board,1 261 920,1 140 283,49 176,72 461,December,2023
2,ICB,QWU,E54000018,NHS Coventry and Warwickshire Integrated Care Board,409 873,372 425,19 663,17 785,December,2023
2,ICB,QXU,E54000052,NHS Surrey Heartlands Integrated Care Board,470 034,411 491,17 373,41 170,December,2023
2,ICB,QYG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,1 116 043,997 296,59 003,59 744,December,2023
3,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,785 342,709 015,37 472,38 855,July,2023
3,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,728 296,656 821,30 326,41 149,July,2023
3,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,437 861,405 444,16 609,15 808,July,2023
3,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,530 970,482 618,15 277,33 075,July,2023
3,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",451 847,403 772,20 207,27 868,July,2023
3,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,714 337,633 816,43 770,36 751,July,2023
3,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,1 548 965,1 400 255,67 377,81 333,July,2023
3,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,536 175,488 888,18 300,28 987,July,2023
3,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,487 285,448 135,15 010,24 140,July,2023
3,ICB,QJK,E54000037,NHS Devon Integrated Care Board,705 510,646 919,23 302,35 289,July,2023
3,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,414 497,379 799,13 632,21 066,July,2023
3,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",577 585,520 921,22 436,34 228,July,2023
3,ICB,QKK,E54000030,NHS South East London Integrated Care Board,705 203,629 258,42 834,33 111,July,2023
3,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,864 931,780 161,38 979,45 791,July,2023
3,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,640 380,583 037,23 531,33 812,July,2023
3,ICB,QMF,E54000029,NHS North East London Integrated Care Board,938 620,828 345,60 703,49 572,July,2023
3,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,628 233,563 585,36 764,27 884,July,2023
3,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,566 878,514 563,20 913,31 402,July,2023
3,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,500 967,453 612,22 055,25 300,July,2023
3,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,354 871,320 994,17 439,16 438,July,2023
3,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,838 678,765 193,29 754,43 731,July,2023
3,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",232 678,213 864,8 829,9 985,July,2023
3,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,1 305 704,1 160 043,80 048,65 613,July,2023
3,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,878 389,806 564,28 407,43 418,July,2023
3,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",495 770,453 261,14 881,27 628,July,2023
3,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,359 745,330 289,11 275,18 181,July,2023
3,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,352 531,321 630,11 912,18 989,July,2023
3,ICB,QRL,E54000042,NHS Hampshire and the Isle of Wight Integrated Care Board,876 543,802 668,36 944,36 931,July,2023
3,ICB,QRV,E54000027,NHS North West London Integrated Care Board,1 206 000,1 074 408,64 508,67 084,July,2023
3,ICB,QSL,E54000038,NHS Somerset Integrated Care Board,285 787,257 517,11 816,16 454,July,2023
3,ICB,QT1,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,596 524,537 211,24 571,34 742,July,2023
3,ICB,QT6,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,337 483,306 452,12 488,18 543,July,2023
3,ICB,QU9,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",815 991,751 951,32 901,31 139,July,2023
3,ICB,QUA,E54000062,NHS Black Country Integrated Care Board,583 729,521 174,34 229,28 326,July,2023
3,ICB,QUE,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,495 010,449 677,17 729,27 604,July,2023
3,ICB,QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",447 929,409 668,21 471,16 790,July,2023
3,ICB,QVV,E54000041,NHS Dorset Integrated Care Board,402 137,368 197,13 222,20 718,July,2023
3,ICB,QWE,E54000031,NHS South West London Integrated Care Board,658 251,592 334,35 121,30 796,July,2023
3,ICB,QWO,E54000054,NHS West Yorkshire Integrated Care Board,1 356 606,1 234 722,49 496,72 388,July,2023
3,ICB,QWU,E54000018,NHS Coventry and Warwickshire Integrated Care Board,452 151,412 752,20 564,18 835,July,2023
3,ICB,QXU,E54000052,NHS Surrey Heartlands Integrated Care Board,472 295,427 872,17 778,26 645,July,2023
3,ICB,QYG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,1 192 676,1 073 926,62 348,56 402,July,2023
4,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,825 303,746 043,40 237,39 023,June,2023
4,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,767 705,691 645,32 321,43 739,June,2023
4,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,460 441,425 382,18 103,16 956,June,2023
4,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,567 921,513 785,16 766,37 370,June,2023
4,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",481 541,432 585,21 200,27 756,June,2023
4,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,750 569,664 099,46 839,39 631,June,2023
4,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,1 647 692,1 487 494,73 389,86 809,June,2023
4,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,568 802,517 661,19 229,31 912,June,2023
4,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,524 434,482 650,16 010,25 774,June,2023
4,ICB,QJK,E54000037,NHS Devon Integrated Care Board,742 423,679 448,24 048,38 927,June,2023
4,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,437 027,400 703,14 473,21 851,June,2023
4,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",637 004,574 682,24 867,37 455,June,2023
4,ICB,QKK,E54000030,NHS South East London Integrated Care Board,744 759,665 948,44 906,33 905,June,2023
4,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,912 263,823 907,41 092,47 264,June,2023
4,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,683 778,622 287,25 471,36 020,June,2023
4,ICB,QMF,E54000029,NHS North East London Integrated Care Board,985 973,868 873,63 520,53 580,June,2023
4,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,669 071,601 258,40 060,27 753,June,2023
4,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,603 484,547 277,22 531,33 676,June,2023
4,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,523 955,472 623,23 599,27 733,June,2023
4,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,379 026,341 414,19 178,18 434,June,2023
4,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,903 737,824 165,32 107,47 465,June,2023
4,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",244 819,225 480,9 649,9 690,June,2023
4,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,1 360 291,1 208 656,83 445,68 190,June,2023
4,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,933 984,854 917,30 416,48 651,June,2023
4,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",527 664,481 139,16 262,30 263,June,2023
4,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,385 469,354 256,12 528,18 685,June,2023
4,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,371 040,338 111,12 332,20 597,June,2023
4,ICB,QRL,E54000042,NHS Hampshire and the Isle of Wight Integrated Care Board,923 429,844 158,40 316,38 955,June,2023
4,ICB,QRV,E54000027,NHS North West London Integrated Care Board,1 277 371,1 139 841,67 008,70 522,June,2023
4,ICB,QSL,E54000038,NHS Somerset Integrated Care Board,300 842,271 246,12 379,17 217,June,2023
4,ICB,QT1,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,624 077,561 236,26 613,36 228,June,2023
4,ICB,QT6,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,350 067,317 423,13 611,19 033,June,2023
4,ICB,QU9,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",881 748,813 313,36 246,32 189,June,2023
4,ICB,QUA,E54000062,NHS Black Country Integrated Care Board,609 044,544 227,35 241,29 576,June,2023
4,ICB,QUE,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,530 229,480 305,19 268,30 656,June,2023
4,ICB,QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",476 678,436 519,22 349,17 810,June,2023
4,ICB,QVV,E54000041,NHS Dorset Integrated Care Board,423 199,387 136,13 706,22 357,June,2023
4,ICB,QWE,E54000031,NHS South West London Integrated Care Board,705 413,637 152,37 397,30 864,June,2023
4,ICB,QWO,E54000054,NHS West Yorkshire Integrated Care Board,1 417 723,1 288 189,52 191,77 343,June,2023
4,ICB,QWU,E54000018,NHS Coventry and Warwickshire Integrated Care Board,477 271,436 670,22 342,18 259,June,2023
4,ICB,QXU,E54000052,NHS Surrey Heartlands Integrated Care Board,490 532,446 156,19 654,24 722,June,2023
4,ICB,QYG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,1 261 739,1 136 750,66 784,58 205,June,2023
5,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,887 078,799 485,45 043,42 550,November,2023
5,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,827 673,742 731,35 050,49 892,November,2023
5,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,483 025,443 363,19 607,20 055,November,2023
5,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,596 985,539 851,19 151,37 983,November,2023
5,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",514 164,456 669,24 349,33 146,November,2023
5,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,785 002,693 263,50 473,41 266,November,2023
5,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,1 747 690,1 572 460,77 648,97 582,November,2023
5,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,609 378,549 830,21 345,38 203,November,2023
5,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,551 327,503 604,18 400,29 323,November,2023
5,ICB,QJK,E54000037,NHS Devon Integrated Care Board,805 393,731 683,28 089,45 621,November,2023
5,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,480 994,435 317,17 308,28 369,November,2023
5,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",667 939,599 746,26 366,41 827,November,2023
5,ICB,QKK,E54000030,NHS South East London Integrated Care Board,779 754,677 563,50 007,52 184,November,2023
5,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,963 432,861 051,45 136,57 245,November,2023
5,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,726 599,653 744,29 353,43 502,November,2023
5,ICB,QMF,E54000029,NHS North East London Integrated Care Board,1 052 683,922 870,73 460,56 353,November,2023
5,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,716 137,638 161,43 771,34 205,November,2023
5,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,646 888,580 697,24 182,42 009,November,2023
5,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,562 056,505 717,26 593,29 746,November,2023
5,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,412 011,370 971,22 626,18 414,November,2023
5,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,976 800,878 361,37 142,61 297,November,2023
5,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",257 652,235 101,10 662,11 889,November,2023
5,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,1 478 588,1 307 110,92 017,79 461,November,2023
5,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,993 089,904 037,34 096,54 956,November,2023
5,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",567 937,516 788,17 857,33 292,November,2023
5,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,410 171,375 550,13 998,20 623,November,2023
5,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,398 761,362 664,13 977,22 120,November,2023
5,ICB,QRL,E54000042,NHS Hampshire and the Isle of Wight Integrated Care Board,1 009 151,915 525,44 113,49 513,November,2023
5,ICB,QRV,E54000027,NHS North West London Integrated Care Board,1 356 961,1 204 059,76 054,76 848,November,2023
5,ICB,QSL,E54000038,NHS Somerset Integrated Care Board,319 195,282 646,15 972,20 577,November,2023
5,ICB,QT1,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,666 303,599 813,28 849,37 641,November,2023
5,ICB,QT6,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,392 071,353 799,15 495,22 777,November,2023
5,ICB,QU9,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",932 799,850 766,40 611,41 422,November,2023
5,ICB,QUA,E54000062,NHS Black Country Integrated Care Board,649 045,576 221,39 077,33 747,November,2023
5,ICB,QUE,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,580 045,522 743,21 223,36 079,November,2023
5,ICB,QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",511 626,462 335,26 929,22 362,November,2023
5,ICB,QVV,E54000041,NHS Dorset Integrated Care Board,458 880,416 933,16 039,25 908,November,2023
5,ICB,QWE,E54000031,NHS South West London Integrated Care Board,750 962,671 966,41 649,37 347,November,2023
5,ICB,QWO,E54000054,NHS West Yorkshire Integrated Care Board,1 509 613,1 366 060,58 751,84 802,November,2023
5,ICB,QWU,E54000018,NHS Coventry and Warwickshire Integrated Care Board,496 939,450 460,24 935,21 544,November,2023
5,ICB,QXU,E54000052,NHS Surrey Heartlands Integrated Care Board,570 078,500 587,21 141,48 350,November,2023
5,ICB,QYG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,1 352 613,1 211 486,72 266,68 861,November,2023
6,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,960 609,837 645,58 412,64 552,October,2023
6,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,909 295,802 838,42 202,64 255,October,2023
6,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,552 651,487 807,28 596,36 248,October,2023
6,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,647 702,578 377,23 473,45 852,October,2023
6,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",551 567,485 908,26 673,38 986,October,2023
6,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,840 439,733 509,55 952,50 978,October,2023
6,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,1 899 348,1 697 207,88 721,113 420,October,2023
6,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,684 853,605 023,28 403,51 427,October,2023
6,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,610 586,552 784,23 491,34 311,October,2023
6,ICB,QJK,E54000037,NHS Devon Integrated Care Board,900 563,805 130,35 486,59 947,October,2023
6,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,544 012,488 951,20 089,34 972,October,2023
6,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",706 735,627 438,29 373,49 924,October,2023
6,ICB,QKK,E54000030,NHS South East London Integrated Care Board,808 465,704 910,55 112,48 443,October,2023
6,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,1 056 607,930 654,57 736,68 217,October,2023
6,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,792 718,687 384,47 446,57 888,October,2023
6,ICB,QMF,E54000029,NHS North East London Integrated Care Board,1 089 631,951 027,79 207,59 397,October,2023
6,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,738 995,652 675,47 176,39 144,October,2023
6,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,719 021,638 491,27 929,52 601,October,2023
6,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,621 388,547 171,36 079,38 138,October,2023
6,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,428 318,375 304,28 336,24 678,October,2023
6,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,1 074 358,950 984,48 980,74 394,October,2023
6,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",283 415,256 653,13 543,13 219,October,2023
6,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,1 606 714,1 400 273,111 297,95 144,October,2023
6,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,1 102 043,990 144,43 275,68 624,October,2023
6,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",636 692,569 186,22 615,44 891,October,2023
6,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,455 380,409 255,16 358,29 767,October,2023
6,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,455 526,405 290,17 587,32 649,October,2023
