source_file,Type,NHS_area_code,ONS_code,Name,Count_gp_appointments,Attended,Did_not_attend,Unknown,Month,Year
3,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,1 697 560,1 538 695,66 698,92 167,February,2024
3,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,592 551,535 001,19 453,38 097,February,2024
3,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,546 760,502 012,15 703,29 045,February,2024
3,ICB,QJK,E54000037,NHS Devon Integrated Care Board,772 687,702 990,23 973,45 724,February,2024
3,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,452 704,414 348,14 048,24 308,February,2024
3,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",637 319,574 383,23 055,39 881,February,2024
3,ICB,QKK,E54000030,NHS South East London Integrated Care Board,758 214,666 520,45 155,46 539,February,2024
3,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,933 367,841 304,38 960,53 103,February,2024
3,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,714 958,649 032,24 835,41 091,February,2024
3,ICB,QMF,E54000029,NHS North East London Integrated Care Board,1 013 582,886 777,67 132,59 673,February,2024
3,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,697 494,622 736,40 402,34 356,February,2024
3,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,621 569,561 797,21 030,38 742,February,2024
3,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,558 380,500 899,24 384,33 097,February,2024
3,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,398 704,359 149,19 019,20 536,February,2024
3,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,929 839,841 951,31 446,56 442,February,2024
3,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",263 026,241 884,10 114,11 028,February,2024
3,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,1 412 320,1 252 463,82 386,77 471,February,2024
3,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,956 604,876 669,28 243,51 692,February,2024
3,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",548 268,502 058,15 262,30 948,February,2024
3,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,400 151,367 132,12 085,20 934,February,2024
3,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,388 618,354 786,11 573,22 259,February,2024
3,ICB,QRL,E54000042,NHS Hampshire and the Isle of Wight Integrated Care Board,976 661,881 236,39 370,56 055,February,2024
3,ICB,QRV,E54000027,NHS North West London Integrated Care Board,1 319 976,1 173 452,68 181,78 343,February,2024
3,ICB,QSL,E54000038,NHS Somerset Integrated Care Board,300 933,272 163,12 228,16 542,February,2024
3,ICB,QT1,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,645 406,581 748,25 044,38 614,February,2024
3,ICB,QT6,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,375 596,340 423,12 300,22 873,February,2024
3,ICB,QU9,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",899 193,819 919,34 719,44 555,February,2024
3,ICB,QUA,E54000062,NHS Black Country Integrated Care Board,630 964,560 280,35 223,35 461,February,2024
3,ICB,QUE,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,562 098,507 104,18 829,36 165,February,2024
3,ICB,QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",481 676,439 668,22 442,19 566,February,2024
3,ICB,QVV,E54000041,NHS Dorset Integrated Care Board,444 412,404 875,13 463,26 074,February,2024
3,ICB,QWE,E54000031,NHS South West London Integrated Care Board,741 903,661 790,37 836,42 277,February,2024
3,ICB,QWO,E54000054,NHS West Yorkshire Integrated Care Board,1 448 633,1 312 310,53 018,83 305,February,2024
3,ICB,QWU,E54000018,NHS Coventry and Warwickshire Integrated Care Board,484 381,435 938,22 395,26 048,February,2024
3,ICB,QXU,E54000052,NHS Surrey Heartlands Integrated Care Board,558 475,489 383,18 943,50 149,February,2024
3,ICB,QYG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,1 314 895,1 179 184,64 638,71 073,February,2024
4,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,918 518,828 904,43 105,46 509,January,2024
4,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,856 055,768 775,33 793,53 487,January,2024
4,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,505 841,466 140,18 309,21 392,January,2024
4,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,621 786,567 164,17 485,37 137,January,2024
4,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",511 780,458 614,21 872,31 294,January,2024
4,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,809 564,719 355,49 437,40 772,January,2024
4,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,1 810 174,1 642 695,70 249,97 230,January,2024
4,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,638 360,577 922,20 121,40 317,January,2024
4,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,580 342,533 696,16 521,30 125,January,2024
4,ICB,QJK,E54000037,NHS Devon Integrated Care Board,824 319,752 209,25 185,46 925,January,2024
4,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,479 066,438 870,14 559,25 637,January,2024
4,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",667 001,601 886,24 115,41 000,January,2024
4,ICB,QKK,E54000030,NHS South East London Integrated Care Board,798 650,701 879,47 162,49 609,January,2024
4,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,998 612,902 299,41 300,55 013,January,2024
4,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,755 633,686 558,26 383,42 692,January,2024
4,ICB,QMF,E54000029,NHS North East London Integrated Care Board,1 068 161,941 189,69 112,57 860,January,2024
4,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,733 709,655 636,40 699,37 374,January,2024
4,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,661 513,598 504,22 115,40 894,January,2024
4,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,596 636,540 130,25 235,31 271,January,2024
4,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,430 828,388 888,20 112,21 828,January,2024
4,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,995 202,901 646,33 349,60 207,January,2024
4,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",276 183,253 809,10 293,12 081,January,2024
4,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,1 506 778,1 336 933,87 468,82 377,January,2024
4,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,1 032 661,947 993,30 715,53 953,January,2024
4,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",586 465,536 036,16 370,34 059,January,2024
4,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,422 078,388 533,12 909,20 636,January,2024
4,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,413 281,378 032,12 250,22 999,January,2024
4,ICB,QRL,E54000042,NHS Hampshire and the Isle of Wight Integrated Care Board,1 047 756,956 472,40 713,50 571,January,2024
4,ICB,QRV,E54000027,NHS North West London Integrated Care Board,1 378 336,1 228 463,69 920,79 953,January,2024
4,ICB,QSL,E54000038,NHS Somerset Integrated Care Board,315 844,285 547,12 527,17 770,January,2024
4,ICB,QT1,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,683 628,618 049,26 583,38 996,January,2024
4,ICB,QT6,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,406 340,369 562,13 529,23 249,January,2024
4,ICB,QU9,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",960 040,879 571,36 711,43 758,January,2024
4,ICB,QUA,E54000062,NHS Black Country Integrated Care Board,666 182,595 173,36 541,34 468,January,2024
4,ICB,QUE,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,598 280,544 485,19 111,34 684,January,2024
4,ICB,QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",511 817,465 849,24 175,21 793,January,2024
4,ICB,QVV,E54000041,NHS Dorset Integrated Care Board,480 231,439 436,14 508,26 287,January,2024
4,ICB,QWE,E54000031,NHS South West London Integrated Care Board,782 792,700 457,39 549,42 786,January,2024
4,ICB,QWO,E54000054,NHS West Yorkshire Integrated Care Board,1 567 226,1 424 246,56 095,86 885,January,2024
4,ICB,QWU,E54000018,NHS Coventry and Warwickshire Integrated Care Board,511 932,463 296,22 821,25 815,January,2024
4,ICB,QXU,E54000052,NHS Surrey Heartlands Integrated Care Board,593 305,519 598,20 556,53 151,January,2024
4,ICB,QYG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,1 406 134,1 266 891,67 760,71 483,January,2024
5,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,858 065,753 598,50 505,53 962,July,2024
5,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,841 469,748 225,34 099,59 145,July,2024
5,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,451 135,399 222,20 684,31 229,July,2024
5,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,593 665,538 154,18 235,37 276,July,2024
5,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",519 405,466 498,20 834,32 073,July,2024
5,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,795 288,698 315,52 679,44 294,July,2024
5,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,1 749 128,1 571 571,74 363,103 194,July,2024
5,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,615 537,559 542,19 508,36 487,July,2024
5,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,620 296,572 495,16 810,30 991,July,2024
5,ICB,QJK,E54000037,NHS Devon Integrated Care Board,795 684,722 851,24 904,47 929,July,2024
5,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,555 626,511 837,15 282,28 507,July,2024
5,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",665 489,601 303,23 757,40 429,July,2024
5,ICB,QKK,E54000030,NHS South East London Integrated Care Board,743 801,639 634,52 966,51 201,July,2024
5,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,934 849,812 714,49 547,72 588,July,2024
5,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,714 048,642 255,26 951,44 842,July,2024
5,ICB,QMF,E54000029,NHS North East London Integrated Care Board,1 081 774,937 667,81 145,62 962,July,2024
5,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,713 263,631 174,44 391,37 698,July,2024
5,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,634 392,570 691,21 734,41 967,July,2024
5,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,552 046,487 982,27 729,36 335,July,2024
5,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,403 463,360 155,23 075,20 233,July,2024
5,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,957 766,858 095,35 555,64 116,July,2024
5,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",260 537,229 894,12 254,18 389,July,2024
5,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,1 541 602,1 350 158,93 867,97 577,July,2024
5,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,1 016 704,928 747,30 464,57 493,July,2024
5,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",566 018,519 656,16 475,29 887,July,2024
5,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,430 759,396 730,13 750,20 279,July,2024
5,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,400 379,364 864,12 087,23 428,July,2024
5,ICB,QRL,E54000042,NHS Hampshire and the Isle of Wight Integrated Care Board,983 826,872 129,47 815,63 882,July,2024
5,ICB,QRV,E54000027,NHS North West London Integrated Care Board,1 389 405,1 230 493,77 239,81 673,July,2024
5,ICB,QSL,E54000038,NHS Somerset Integrated Care Board,315 328,282 754,14 898,17 676,July,2024
5,ICB,QT1,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,671 880,604 849,26 755,40 276,July,2024
5,ICB,QT6,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,388 071,348 139,14 244,25 688,July,2024
5,ICB,QU9,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",898 777,798 272,45 243,55 262,July,2024
5,ICB,QUA,E54000062,NHS Black Country Integrated Care Board,662 537,573 927,39 976,48 634,July,2024
5,ICB,QUE,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,583 134,528 372,18 466,36 296,July,2024
5,ICB,QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",531 624,469 777,29 989,31 858,July,2024
5,ICB,QVV,E54000041,NHS Dorset Integrated Care Board,463 428,423 375,14 302,25 751,July,2024
5,ICB,QWE,E54000031,NHS South West London Integrated Care Board,749 618,662 266,47 736,39 616,July,2024
5,ICB,QWO,E54000054,NHS West Yorkshire Integrated Care Board,1 550 205,1 406 562,57 511,86 132,July,2024
5,ICB,QWU,E54000018,NHS Coventry and Warwickshire Integrated Care Board,489 790,428 344,26 512,34 934,July,2024
5,ICB,QXU,E54000052,NHS Surrey Heartlands Integrated Care Board,548 360,468 157,24 375,55 828,July,2024
5,ICB,QYG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,1 300 504,1 147 361,75 271,77 872,July,2024
6,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,783 484,707 622,36 716,39 146,June,2024
6,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,745 560,667 544,29 194,48 822,June,2024
6,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,423 483,390 219,15 618,17 646,June,2024
6,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,527 218,477 679,16 438,33 101,June,2024
6,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",458 021,411 922,19 012,27 087,June,2024
6,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,718 242,637 714,42 220,38 308,June,2024
6,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,1 573 362,1 427 146,60 718,85 498,June,2024
6,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,547 219,496 675,17 026,33 518,June,2024
6,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,559 269,516 754,14 935,27 580,June,2024
6,ICB,QJK,E54000037,NHS Devon Integrated Care Board,705 171,643 291,20 717,41 163,June,2024
6,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,487 094,446 990,13 385,26 719,June,2024
6,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",600 852,542 779,21 809,36 264,June,2024
6,ICB,QKK,E54000030,NHS South East London Integrated Care Board,691 737,611 755,41 018,38 964,June,2024
6,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,855 519,762 740,36 619,56 160,June,2024
6,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,650 060,588 177,22 711,39 172,June,2024
6,ICB,QMF,E54000029,NHS North East London Integrated Care Board,977 083,863 655,62 727,50 701,June,2024
6,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,656 896,588 369,36 038,32 489,June,2024
6,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,572 887,515 631,19 272,37 984,June,2024
6,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,503 567,453 071,20 525,29 971,June,2024
6,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,363 237,327 451,17 930,17 856,June,2024
6,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,880 903,797 645,28 974,54 284,June,2024
6,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",236 570,215 709,8 726,12 135,June,2024
6,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,1 392 839,1 248 344,73 968,70 527,June,2024
6,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,911 237,837 366,26 920,46 951,June,2024
6,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",505 476,464 814,14 460,26 202,June,2024
6,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,374 311,345 094,11 286,17 931,June,2024
6,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,357 508,326 593,10 881,20 034,June,2024
