source_file,Type,NHS_area_code,ONS_code,Name,Count_gp_appointments,Attended,Did_not_attend,Unknown,Month
1,Sub ICB Location,00P,E38000176,NHS North East and North Cumbria ICB - 00P,124 687,112 721,6 468,5 498,August
1,Sub ICB Location,00Q,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,70 982,63 242,4 148,3 592,August
1,Sub ICB Location,00R,E38000015,NHS Lancashire and South Cumbria ICB - 00R,88 212,79 612,4 848,3 752,August
1,Sub ICB Location,00T,E38000016,NHS Greater Manchester ICB - 00T,153 958,136 194,10 098,7 666,August
1,Sub ICB Location,00V,E38000024,NHS Greater Manchester ICB - 00V,80 123,70 315,3 910,5 898,August
1,Sub ICB Location,00X,E38000034,NHS Lancashire and South Cumbria ICB - 00X,79 975,72 478,3 744,3 753,August
1,Sub ICB Location,00Y,E38000135,NHS Greater Manchester ICB - 00Y,106 199,96 236,5 864,4 099,August
1,Sub ICB Location,01A,E38000050,NHS Lancashire and South Cumbria ICB - 01A,161 849,144 023,8 847,8 979,August
1,Sub ICB Location,01D,E38000080,NHS Greater Manchester ICB - 01D,93 998,84 541,5 620,3 837,August
1,Sub ICB Location,01E,E38000227,NHS Lancashire and South Cumbria ICB - 01E,93 054,82 857,4 504,5 693,August
1,Sub ICB Location,01F,E38000068,NHS Cheshire and Merseyside ICB - 01F,54 097,48 003,2 958,3 136,August
1,Sub ICB Location,01G,E38000143,NHS Greater Manchester ICB - 01G,134 743,118 291,8 471,7 981,August
1,Sub ICB Location,01H,E38000215,NHS North East and North Cumbria ICB - 01H,180 232,163 315,7 119,9 798,August
1,Sub ICB Location,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,74 525,66 648,4 623,3 254,August
1,Sub ICB Location,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,156 646,144 737,6 847,5 062,August
1,Sub ICB Location,01T,E38000161,NHS Cheshire and Merseyside ICB - 01T,55 240,50 453,2 305,2 482,August
1,Sub ICB Location,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,62 641,58 147,1 909,2 585,August
1,Sub ICB Location,01W,E38000174,NHS Greater Manchester ICB - 01W,153 906,141 359,7 246,5 301,August
1,Sub ICB Location,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,84 608,74 556,3 962,6 090,August
1,Sub ICB Location,01Y,E38000263,NHS Greater Manchester ICB - 01Y,98 484,84 899,6 877,6 708,August
1,Sub ICB Location,02A,E38000187,NHS Greater Manchester ICB - 02A,83 088,75 227,4 361,3 500,August
1,Sub ICB Location,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,101 050,93 066,3 493,4 491,August
1,Sub ICB Location,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,52 963,48 273,1 993,2 697,August
1,Sub ICB Location,02H,E38000205,NHS Greater Manchester ICB - 02H,135 699,121 746,7 041,6 912,August
1,Sub ICB Location,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,95 067,87 792,3 643,3 632,August
1,Sub ICB Location,02P,E38000006,NHS South Yorkshire ICB - 02P,133 143,119 581,4 864,8 698,August
1,Sub ICB Location,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,74 061,68 473,2 542,3 046,August
1,Sub ICB Location,02T,E38000025,NHS West Yorkshire ICB - 02T,111 831,103 444,4 034,4 353,August
1,Sub ICB Location,02X,E38000044,NHS South Yorkshire ICB - 02X,160 553,143 971,7 465,9 117,August
1,Sub ICB Location,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,148 775,138 194,4 492,6 089,August
1,Sub ICB Location,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,122 142,108 812,6 161,7 169,August
1,Sub ICB Location,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,109 997,100 944,3 080,5 973,August
1,Sub ICB Location,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,94 806,85 561,2 924,6 321,August
1,Sub ICB Location,03L,E38000141,NHS South Yorkshire ICB - 03L,152 782,137 002,6 426,9 354,August
1,Sub ICB Location,03N,E38000146,NHS South Yorkshire ICB - 03N,296 540,268 224,11 397,16 919,August
1,Sub ICB Location,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,168 381,156 758,5 138,6 485,August
1,Sub ICB Location,03R,E38000190,NHS West Yorkshire ICB - 03R,212 433,193 935,7 142,11 356,August
1,Sub ICB Location,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",187 763,172 292,5 973,9 498,August
1,Sub ICB Location,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",210 910,186 268,10 295,14 347,August
1,Sub ICB Location,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",212 177,193 557,7 177,11 443,August
1,Sub ICB Location,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,63 660,57 948,2 690,3 022,August
1,Sub ICB Location,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,68 020,61 968,2 664,3 388,August
1,Sub ICB Location,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,97 370,89 154,3 300,4 916,August
1,Sub ICB Location,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,93 081,86 332,3 838,2 911,August
1,Sub ICB Location,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,64 973,59 369,3 161,2 443,August
1,Sub ICB Location,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,119 707,104 578,6 177,8 952,August
1,Sub ICB Location,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,511 845,465 076,18 308,28 461,August
1,Sub ICB Location,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,260 245,236 126,8 434,15 685,August
1,Sub ICB Location,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,194 925,178 561,5 247,11 117,August
1,Sub ICB Location,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,260 666,235 595,10 601,14 470,August
1,Sub ICB Location,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,167 710,153 743,4 996,8 971,August
1,Sub ICB Location,06T,E38000117,NHS Suffolk and North East Essex ICB - 06T,171 579,155 672,6 599,9 308,August
1,Sub ICB Location,07G,E38000185,NHS Mid and South Essex ICB - 07G,89 505,79 782,2 720,7 003,August
1,Sub ICB Location,07H,E38000197,NHS Hertfordshire and West Essex ICB - 07H,133 573,123 598,4 600,5 375,August
1,Sub ICB Location,07K,E38000204,NHS Suffolk and North East Essex ICB - 07K,131 562,123 401,3 461,4 700,August
1,Sub ICB Location,09D,E38000021,NHS Sussex ICB - 09D,133 031,119 981,5 367,7 683,August
1,Sub ICB Location,10Q,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",352 090,325 739,14 047,12 304,August
1,Sub ICB Location,10R,E38000137,NHS Hampshire and Isle Of Wight ICB - 10R,91 261,83 768,4 030,3 463,August
1,Sub ICB Location,11J,E38000045,NHS Dorset ICB - 11J,408 974,375 358,13 000,20 616,August
1,Sub ICB Location,11M,E38000062,NHS Gloucestershire ICB - 11M,367 337,336 364,11 681,19 292,August
1,Sub ICB Location,11N,E38000089,NHS Cornwall and The Isles Of Scilly ICB - 11N,343 264,311 532,12 641,19 091,August
1,Sub ICB Location,11X,E38000150,NHS Somerset ICB - 11X,288 455,260 294,11 753,16 408,August
1,Sub ICB Location,12F,E38000208,NHS Cheshire and Merseyside ICB - 12F,191 228,171 224,9 863,10 141,August
1,Sub ICB Location,13T,E38000212,NHS North East and North Cumbria ICB - 13T,238 781,215 795,12 731,10 255,August
1,Sub ICB Location,14L,E38000217,NHS Greater Manchester ICB - 14L,274 048,240 206,19 564,14 278,August
1,Sub ICB Location,14Y,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",235 775,216 902,9 432,9 441,August
1,Sub ICB Location,15A,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",237 425,218 819,9 040,9 566,August
1,Sub ICB Location,15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",452 701,415 055,21 349,16 297,August
1,Sub ICB Location,15E,E38000258,NHS Birmingham and Solihull ICB - 15E,715 173,636 931,43 374,34 868,August
1,Sub ICB Location,15F,E38000225,NHS West Yorkshire ICB - 15F,402 442,364 837,16 811,20 794,August
1,Sub ICB Location,15M,E38000261,NHS Derby and Derbyshire ICB - 15M,549 860,502 222,18 434,29 204,August
1,Sub ICB Location,15N,E38000230,NHS Devon ICB - 15N,713 497,653 139,23 304,37 054,August
1,Sub ICB Location,16C,E38000247,NHS North East and North Cumbria ICB - 16C,345 503,308 293,16 086,21 124,August
1,Sub ICB Location,18C,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,444 875,410 263,16 903,17 709,August
1,Sub ICB Location,26A,E38000239,NHS Norfolk and Waveney ICB - 26A,585 417,530 196,21 191,34 030,August
1,Sub ICB Location,27D,E38000233,NHS Cheshire and Merseyside ICB - 27D,366 045,330 728,17 558,17 759,August
1,Sub ICB Location,36J,E38000232,NHS West Yorkshire ICB - 36J,398 515,360 686,13 423,24 406,August
1,Sub ICB Location,36L,E38000245,NHS South West London ICB - 36L,662 920,596 826,34 738,31 356,August
1,Sub ICB Location,42D,E38000241,NHS Humber and North Yorkshire ICB - 42D,251 435,232 382,7 201,11 852,August
1,Sub ICB Location,52R,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,529 751,476 227,21 947,31 577,August
1,Sub ICB Location,70F,E38000248,NHS Sussex ICB - 70F,444 436,410 644,13 331,20 461,August
1,Sub ICB Location,71E,E38000238,NHS Lincolnshire ICB - 71E,425 635,389 310,14 200,22 125,August
1,Sub ICB Location,72Q,E38000244,NHS South East London ICB - 72Q,705 931,629 308,43 150,33 473,August
1,Sub ICB Location,78H,E38000262,NHS Northamptonshire ICB - 78H,364 907,336 314,11 448,17 145,August
1,Sub ICB Location,84H,E38000234,NHS North East and North Cumbria ICB - 84H,333 579,301 625,12 078,19 876,August
1,Sub ICB Location,91Q,E38000237,NHS Kent and Medway ICB - 91Q,867 430,781 910,37 900,47 620,August
1,Sub ICB Location,92A,E38000246,NHS Surrey Heartlands ICB - 92A,491 460,444 553,17 083,29 824,August
1,Sub ICB Location,92G,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",494 870,453 373,14 772,26 725,August
1,Sub ICB Location,93C,E38000240,NHS North Central London ICB - 93C,627 875,562 789,35 783,29 303,August
1,Sub ICB Location,97R,E38000235,NHS Sussex ICB - 97R,289 325,260 992,11 780,16 553,August
1,Sub ICB Location,99A,E38000101,NHS Cheshire and Merseyside ICB - 99A,246 145,220 386,15 512,10 247,August
1,Sub ICB Location,99C,E38000127,NHS North East and North Cumbria ICB - 99C,101 382,91 908,4 770,4 704,August
1,Sub ICB Location,99E,E38000007,NHS Mid and South Essex ICB - 99E,134 004,123 096,3 189,7 719,August
1,Sub ICB Location,99F,E38000030,NHS Mid and South Essex ICB - 99F,77 308,70 391,2 087,4 830,August
1,Sub ICB Location,99G,E38000168,NHS Mid and South Essex ICB - 99G,73 130,66 871,2 717,3 542,August
1,Sub ICB Location,A3A8R,E38000255,NHS North East London ICB - A3A8R,929 151,821 109,59 699,48 343,August
1,Sub ICB Location,B2M3M,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,452 870,410 184,20 114,22 572,August
1,Sub ICB Location,D2P2L,E38000259,NHS Black Country ICB - D2P2L,586 420,521 234,33 963,31 223,August
1,Sub ICB Location,D4U1Y,E38000252,NHS Frimley ICB - D4U1Y,361 300,328 001,18 858,14 441,August
1,Sub ICB Location,D9Y0V,E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,805 293,736 937,34 682,33 674,August
1,Sub ICB Location,M1J4Y,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",452 475,405 568,20 305,26 602,August
1,Sub ICB Location,M2L0M,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",234 673,216 055,8 875,9 743,August
1,Sub ICB Location,W2U3Z,E38000256,NHS North West London ICB - W2U3Z,1 214 507,1 085 367,65 074,64 066,August
1,Sub ICB Location,X2C4Y,E38000254,NHS West Yorkshire ICB - X2C4Y,257 380,234 296,8 834,14 250,August
2,National,ENG,ENG,England,25 771 947,23 136 205,1 180 483,1 455 259,December
2,Region,Y56,E40000003,London,3 802 610,3 359 239,230 783,212 588,December
2,Region,Y58,E40000006,South West,2 789 831,2 528 767,104 224,156 840,December
2,Region,Y59,E40000005,South East,3 942 441,3 554 958,165 580,221 903,December
2,Region,Y60,E40000011,Midlands,5 003 384,4 497 981,230 046,275 357,December
2,Region,Y61,E40000007,East of England,2 980 154,2 685 290,110 277,184 587,December
2,Region,Y62,E40000010,North West,3 044 509,2 713 051,169 955,161 503,December
2,Region,Y63,E40000012,North East and Yorkshire,4 209 018,3 796 919,169 618,242 481,December
2,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,725 722,653 344,36 874,35 504,December
2,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,681 889,609 034,29 176,43 679,December
2,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,401 885,367 597,16 505,17 783,December
2,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,494 282,446 923,15 654,31 705,December
2,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",422 587,374 650,19 725,28 212,December
2,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,647 050,569 075,42 432,35 543,December
2,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,1 439 168,1 295 403,63 160,80 605,December
2,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,510 009,458 495,18 073,33 441,December
2,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,452 548,412 595,14 495,25 458,December
2,ICB,QJK,E54000037,NHS Devon Integrated Care Board,646 836,587 317,22 302,37 217,December
2,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,385 368,348 235,13 878,23 255,December
2,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",543 882,488 886,21 301,33 695,December
2,ICB,QKK,E54000030,NHS South East London Integrated Care Board,636 577,552 764,40 721,43 092,December
2,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,780 886,702 997,35 651,42 238,December
2,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,601 442,543 535,23 398,34 509,December
2,ICB,QMF,E54000029,NHS North East London Integrated Care Board,861 120,754 451,59 841,46 828,December
2,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,578 058,515 614,34 834,27 610,December
2,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,529 072,474 043,19 810,35 219,December
2,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,466 525,418 187,22 171,26 167,December
2,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,335 945,302 731,17 587,15 627,December
2,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,781 872,704 304,28 657,48 911,December
2,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",214 482,196 342,8 903,9 237,December
2,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,1 202 744,1 062 411,74 078,66 255,December
2,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,826 041,752 199,28 106,45 736,December
2,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",466 318,423 419,14 685,28 214,December
2,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,335 026,305 486,11 130,18 410,December
2,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,330 539,300 235,10 695,19 609,December
2,ICB,QRL,E54000042,NHS Hampshire and the Isle of Wight Integrated Care Board,811 699,737 323,34 681,39 695,December
2,ICB,QRV,E54000027,NHS North West London Integrated Care Board,1 116 156,991 265,62 030,62 861,December
2,ICB,QSL,E54000038,NHS Somerset Integrated Care Board,253 227,226 189,11 403,15 635,December
2,ICB,QT1,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,556 923,500 743,24 346,31 834,December
2,ICB,QT6,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,319 445,288 842,11 850,18 753,December
2,ICB,QU9,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",762 005,696 112,31 631,34 262,December
2,ICB,QUA,E54000062,NHS Black Country Integrated Care Board,532 361,472 510,31 644,28 207,December
2,ICB,QUE,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,480 223,433 544,17 195,29 484,December
2,ICB,QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",406 998,369 609,21 212,16 177,December
2,ICB,QVV,E54000041,NHS Dorset Integrated Care Board,366 468,333 156,12 077,21 235,December
2,ICB,QWE,E54000031,NHS South West London Integrated Care Board,610 699,545 145,33 357,32 197,December
2,ICB,QWO,E54000054,NHS West Yorkshire Integrated Care Board,1 261 920,1 140 283,49 176,72 461,December
2,ICB,QWU,E54000018,NHS Coventry and Warwickshire Integrated Care Board,409 873,372 425,19 663,17 785,December
2,ICB,QXU,E54000052,NHS Surrey Heartlands Integrated Care Board,470 034,411 491,17 373,41 170,December
2,ICB,QYG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,1 116 043,997 296,59 003,59 744,December
2,Sub ICB Location,00L,E38000130,NHS North East and North Cumbria ICB - 00L,167 690,152 448,6 293,8 949,December
2,Sub ICB Location,00N,E38000163,NHS North East and North Cumbria ICB - 00N,57 524,51 325,2 793,3 406,December
2,Sub ICB Location,00P,E38000176,NHS North East and North Cumbria ICB - 00P,115 773,103 609,6 482,5 682,December
2,Sub ICB Location,00Q,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,66 509,58 947,3 663,3 899,December
2,Sub ICB Location,00R,E38000015,NHS Lancashire and South Cumbria ICB - 00R,76 560,68 769,4 760,3 031,December
2,Sub ICB Location,00T,E38000016,NHS Greater Manchester ICB - 00T,141 157,124 384,9 710,7 063,December
2,Sub ICB Location,00V,E38000024,NHS Greater Manchester ICB - 00V,69 195,61 034,3 747,4 414,December
2,Sub ICB Location,00X,E38000034,NHS Lancashire and South Cumbria ICB - 00X,72 295,65 450,3 409,3 436,December
2,Sub ICB Location,00Y,E38000135,NHS Greater Manchester ICB - 00Y,94 874,84 982,5 598,4 294,December
2,Sub ICB Location,01A,E38000050,NHS Lancashire and South Cumbria ICB - 01A,151 157,133 204,8 623,9 330,December
2,Sub ICB Location,01D,E38000080,NHS Greater Manchester ICB - 01D,88 244,78 636,5 442,4 166,December
2,Sub ICB Location,01E,E38000227,NHS Lancashire and South Cumbria ICB - 01E,85 139,75 900,4 161,5 078,December
2,Sub ICB Location,01F,E38000068,NHS Cheshire and Merseyside ICB - 01F,48 395,42 237,2 878,3 280,December
2,Sub ICB Location,01G,E38000143,NHS Greater Manchester ICB - 01G,125 685,107 964,8 004,9 717,December
2,Sub ICB Location,01H,E38000215,NHS North East and North Cumbria ICB - 01H,160 985,146 837,6 108,8 040,December
2,Sub ICB Location,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,67 569,59 463,4 254,3 852,December
2,Sub ICB Location,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,140 069,128 821,6 537,4 711,December
2,Sub ICB Location,01T,E38000161,NHS Cheshire and Merseyside ICB - 01T,45 062,40 102,2 077,2 883,December
2,Sub ICB Location,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,59 336,54 825,2 057,2 454,December
2,Sub ICB Location,01W,E38000174,NHS Greater Manchester ICB - 01W,142 043,129 473,7 180,5 390,December
2,Sub ICB Location,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,77 846,66 180,3 906,7 760,December
2,Sub ICB Location,01Y,E38000263,NHS Greater Manchester ICB - 01Y,86 018,74 823,5 954,5 241,December
2,Sub ICB Location,02A,E38000187,NHS Greater Manchester ICB - 02A,80 471,72 111,4 101,4 259,December
2,Sub ICB Location,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,91 061,83 726,3 280,4 055,December
2,Sub ICB Location,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,47 758,43 456,1 872,2 430,December
2,Sub ICB Location,02H,E38000205,NHS Greater Manchester ICB - 02H,127 208,112 566,6 665,7 977,December
2,Sub ICB Location,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,86 235,78 797,3 849,3 589,December
2,Sub ICB Location,02P,E38000006,NHS South Yorkshire ICB - 02P,115 574,102 003,4 892,8 679,December
2,Sub ICB Location,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,68 421,63 047,2 390,2 984,December
2,Sub ICB Location,02T,E38000025,NHS West Yorkshire ICB - 02T,101 794,93 141,4 052,4 601,December
2,Sub ICB Location,02X,E38000044,NHS South Yorkshire ICB - 02X,149 826,134 803,6 967,8 056,December
2,Sub ICB Location,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,139 549,127 304,4 333,7 912,December
2,Sub ICB Location,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,111 173,98 332,6 231,6 610,December
2,Sub ICB Location,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,99 531,90 639,3 035,5 857,December
2,Sub ICB Location,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,86 511,77 539,2 786,6 186,December
2,Sub ICB Location,03L,E38000141,NHS South Yorkshire ICB - 03L,138 560,121 790,5 689,11 081,December
2,Sub ICB Location,03N,E38000146,NHS South Yorkshire ICB - 03N,277 929,250 438,11 628,15 863,December
2,Sub ICB Location,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,161 661,149 183,4 986,7 492,December
2,Sub ICB Location,03R,E38000190,NHS West Yorkshire ICB - 03R,190 919,173 436,6 832,10 651,December
